Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count,log_Critic_count,log_Critic_Score,log_Critic_count_is_bad,log_Critic_Score_is_bad,User_Count_is_bad,Small_Publisher,Medium_Publisher,Big_Publisher
Wii,2007.0,Misc,3.04,1.11,0.0,0.43,4.6,87.0,3.58351893845611,4.454347296253507,0,0,0,0,0,0
3DS,2013.0,Action,1.8,1.39,1.11,0.29,4.59,458.0,4.30406509320417,4.454347296253507,0,0,0,0,0,0
X360,2011.0,Racing,2.08,1.97,0.06,0.46,4.57,617.0,4.418840607796598,4.51085950651685,0,0,0,0,0,1
Wii,2009.0,Sports,1.87,1.96,0.22,0.48,4.53,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2004.0,Sports,4.18,0.26,0.01,0.08,4.53,78.0,3.4011973816621555,4.51085950651685,0,0,0,0,0,0
X360,2007.0,Misc,3.19,0.91,0.01,0.42,4.53,165.0,4.23410650459726,4.442651256490317,0,0,0,0,0,0
2600,1981.0,Platform,4.21,0.24,0.0,0.05,4.5,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2006.0,Sports,3.63,0.24,0.01,0.61,4.49,39.0,3.367295829986474,4.430816798843313,0,0,0,0,0,0
XOne,2015.0,Shooter,2.78,1.27,0.03,0.41,4.48,2438.0,4.61512051684126,4.430816798843313,0,0,0,0,0,1
PS2,2002.0,Action,2.71,1.51,0.03,0.23,4.48,41.0,3.2188758248682006,4.330733340286331,0,0,0,0,0,0
PS,2000.0,Role-Playing,0.2,0.14,4.1,0.02,4.47,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS4,2016.0,Shooter,1.61,2.0,0.15,0.71,4.46,1129.0,4.406719247264253,4.343805421853684,0,0,0,0,0,0
PS2,2005.0,Action,2.71,1.29,0.02,0.43,4.45,997.0,4.31748811353631,4.543294782270004,0,0,0,0,0,0
WiiU,2015.0,Shooter,1.54,1.18,1.46,0.26,4.43,1184.0,4.477336814478207,4.394449154672439,0,0,0,0,0,0
WiiU,2012.0,Misc,2.52,1.11,0.46,0.33,4.42,471.0,4.110873864173311,4.343805421853684,0,0,0,0,0,0
PS2,2001.0,Sports,2.66,1.29,0.01,0.46,4.41,298.0,3.5263605246161616,4.574710978503383,0,0,0,0,0,0
PS2,2006.0,Sports,0.1,2.39,1.05,0.86,4.39,33.0,2.9444389791664403,4.454347296253507,0,0,0,0,0,0
X360,2006.0,Role-Playing,2.82,1.03,0.13,0.4,4.38,1109.0,4.499809670330265,4.543294782270004,0,0,0,0,0,0
NES,1987.0,Adventure,2.19,0.5,1.61,0.08,4.38,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Racing,2.03,1.79,0.08,0.47,4.37,137.0,3.58351893845611,4.406719247264253,0,0,0,0,0,0
Wii,2010.0,Misc,2.64,1.33,0.01,0.39,4.36,31.0,3.6109179126442243,4.02535169073515,0,0,0,0,0,0
PS3,2014.0,Shooter,1.56,1.93,0.19,0.68,4.36,207.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PS3,2006.0,Shooter,1.74,1.72,0.14,0.75,4.34,715.0,4.248495242049359,4.454347296253507,0,0,0,0,0,0
GEN,1991.0,Platform,3.03,0.91,0.26,0.13,4.34,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Role-Playing,2.2,0.58,1.38,0.17,4.33,766.0,4.1588830833596715,4.465908118654584,0,0,0,0,0,1
3DS,2011.0,Action,2.09,1.31,0.62,0.31,4.33,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
WiiU,2013.0,Platform,2.11,1.16,0.73,0.32,4.32,1607.0,4.418840607796598,4.532599493153256,0,0,0,0,0,0
PS4,2014.0,Misc,1.48,2.02,0.14,0.68,4.32,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
2600,1980.0,Shooter,4.0,0.26,0.0,0.05,4.31,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2014.0,Shooter,2.77,1.11,0.0,0.4,4.29,221.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PS3,2014.0,Sports,0.58,3.02,0.04,0.64,4.28,109.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
X360,2008.0,Role-Playing,2.51,1.24,0.11,0.41,4.27,2423.0,4.553876891600541,4.48863636973214,0,0,0,0,0,1
GBA,2001.0,Misc,3.0,1.11,0.05,0.07,4.24,6.0,2.302585092994046,4.3694478524670215,0,0,0,0,0,0
PS3,2009.0,Action,2.24,1.31,0.07,0.61,4.23,1122.0,4.248495242049359,4.51085950651685,0,0,0,0,0,1
PS2,2004.0,Action,1.46,0.0,0.83,1.93,4.23,955.0,4.219507705176107,4.51085950651685,0,0,0,0,0,0
PS3,2011.0,Action,1.41,2.01,0.1,0.7,4.22,613.0,3.6635616461296463,4.382026634673881,0,0,0,0,0,0
XOne,2015.0,Role-Playing,2.51,1.32,0.01,0.38,4.22,1749.0,3.6635616461296463,4.477336814478207,0,0,0,0,1,0
X360,2013.0,Sports,0.92,2.89,0.01,0.4,4.22,435.0,3.713572066704308,4.430816798843313,0,0,0,0,0,0
PSP,2006.0,Platform,2.45,1.01,0.0,0.75,4.21,109.0,4.07753744390572,4.442651256490317,0,0,0,0,0,0
PC,1995.0,Strategy,1.7,2.27,0.0,0.23,4.21,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Sports,0.78,2.55,0.04,0.84,4.21,47.0,3.4657359027997265,4.382026634673881,0,0,0,0,0,0
PS2,2003.0,Misc,0.88,2.3,0.2,0.83,4.2,22.0,3.4657359027997265,4.382026634673881,0,0,0,0,0,0
PS3,2007.0,Racing,1.28,1.82,0.57,0.52,4.19,120.0,4.204692619390966,4.382026634673881,0,0,0,0,0,0
X360,2011.0,Action,2.25,1.47,0.04,0.43,4.19,564.0,4.343805421853684,4.382026634673881,0,0,0,0,0,0
X360,2011.0,Sports,0.84,2.78,0.02,0.53,4.18,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
NES,1989.0,Action,3.38,0.44,0.31,0.04,4.17,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS3,2009.0,Fighting,2.03,1.04,0.58,0.52,4.16,330.0,4.110873864173311,4.543294782270004,0,0,0,0,0,0
NES,1984.0,Racing,2.04,0.48,1.57,0.07,4.16,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1997.0,Action,3.79,0.27,0.0,0.11,4.16,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2002.0,Sports,3.36,0.21,0.01,0.56,4.14,65.0,3.2188758248682006,4.553876891600541,0,0,0,0,0,0
PC,1997.0,Shooter,4.03,0.0,0.09,0.0,4.12,3161.0,3.1780538303479458,4.564348191467836,0,0,0,0,0,1
SNES,1995.0,Platform,1.65,0.61,1.76,0.09,4.12,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2006.0,Sports,0.71,2.48,0.03,0.89,4.11,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
SNES,1992.0,Fighting,1.42,0.51,2.1,0.07,4.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2007.0,Role-Playing,2.57,1.52,0.0,0.0,4.09,785.0,3.828641396489095,4.51085950651685,0,0,0,0,0,0
PS4,2016.0,Shooter,1.1,2.15,0.21,0.61,4.08,809.0,3.4339872044851463,4.477336814478207,0,0,0,0,0,0
PS2,2007.0,Action,2.32,0.04,0.04,1.67,4.07,709.0,4.248495242049359,4.532599493153256,0,0,0,0,0,0
PS2,2005.0,Sports,0.12,2.26,0.9,0.77,4.06,23.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
X360,2010.0,Role-Playing,2.66,1.03,0.04,0.33,4.05,769.0,4.394449154672439,4.430816798843313,0,0,0,0,1,0
X360,2007.0,Racing,2.35,1.27,0.03,0.41,4.05,381.0,4.189654742026425,4.499809670330265,0,0,0,0,0,1
Wii,2007.0,Misc,2.12,1.47,0.05,0.42,4.05,44.0,3.295836866004329,4.02535169073515,0,0,0,0,0,0
PS4,2014.0,Action,1.4,1.9,0.11,0.64,4.05,2996.0,4.382026634673881,4.382026634673881,0,0,0,0,0,0
PS,1996.0,Misc,2.28,1.55,0.16,0.06,4.05,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2000.0,Fighting,1.68,1.51,0.51,0.35,4.05,117.0,3.2188758248682006,4.442651256490317,0,0,0,0,0,0
PS4,2014.0,Shooter,1.13,2.18,0.1,0.63,4.04,1653.0,4.418840607796598,4.442651256490317,0,0,0,0,0,0
N64,1997.0,Shooter,2.78,0.58,0.64,0.04,4.03,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
NES,1984.0,Sports,1.22,0.28,2.46,0.04,4.01,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Misc,2.08,1.35,0.0,0.54,3.98,162.22990777338603,3.044522437723423,4.110873864173311,0,0,1,0,0,0
X360,2009.0,Shooter,2.67,0.87,0.05,0.38,3.97,681.0,4.330733340286331,4.48863636973214,0,0,0,0,0,0
PS4,2015.0,Role-Playing,1.02,2.13,0.23,0.59,3.97,10179.0,4.3694478524670215,4.5217885770490405,0,0,0,0,0,0
PS4,2014.0,Action,1.19,2.07,0.08,0.62,3.96,2050.0,3.6888794541139363,4.248495242049359,0,0,0,0,0,0
PS4,2015.0,Action,1.53,1.69,0.1,0.64,3.95,2679.0,4.48863636973214,4.465908118654584,0,0,0,0,0,1
Wii,2011.0,Action,2.03,1.16,0.37,0.38,3.95,1958.0,4.394449154672439,4.532599493153256,0,0,0,0,0,0
PS3,2008.0,Role-Playing,2.15,1.13,0.07,0.59,3.94,910.0,4.04305126783455,4.499809670330265,0,0,0,0,1,0
DS,2007.0,Puzzle,0.9,1.76,0.92,0.37,3.94,72.0,4.174387269895637,4.430816798843313,0,0,0,0,0,0
GB,1994.0,Platform,1.97,0.76,1.07,0.11,3.91,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2009.0,Sports,2.09,1.35,0.06,0.4,3.9,39.0,3.295836866004329,4.394449154672439,0,0,0,0,0,0
PS2,2003.0,Sports,2.29,1.17,0.01,0.42,3.9,121.0,3.6375861597263857,4.499809670330265,0,0,0,0,0,0
3DS,2014.0,Role-Playing,0.68,0.48,2.62,0.11,3.89,348.0,4.382026634673881,4.454347296253507,0,0,0,0,0,0
PC,2011.0,Role-Playing,1.16,2.12,0.0,0.6,3.88,9073.0,3.4657359027997265,4.543294782270004,0,0,0,0,1,0
PS4,2015.0,Sports,2.49,0.66,0.03,0.69,3.88,364.0,3.9318256327243257,4.465908118654584,0,0,0,0,0,0
PS2,2005.0,Fighting,0.93,1.94,0.31,0.7,3.87,229.0,4.127134385045092,4.477336814478207,0,0,0,0,0,0
NES,1988.0,Role-Playing,0.1,0.0,3.77,0.0,3.87,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS3,2006.0,Racing,1.53,1.6,0.06,0.67,3.87,220.0,2.1972245773362196,4.430816798843313,0,0,0,0,0,0
3DS,2011.0,Simulation,1.44,1.41,0.73,0.27,3.85,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2004.0,Sports,0.16,1.89,1.12,0.68,3.85,38.0,3.258096538021482,4.51085950651685,0,0,0,0,0,0
PS3,2010.0,Sports,2.13,1.12,0.1,0.5,3.84,104.0,4.1588830833596715,4.330733340286331,0,0,0,0,0,0
PS,1995.0,Misc,2.12,1.44,0.22,0.06,3.84,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GB,1992.0,Action,2.21,0.96,0.54,0.13,3.83,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS4,2013.0,Shooter,1.78,1.43,0.05,0.57,3.83,1564.0,3.8918202981106265,4.356708826689592,0,0,0,0,0,0
DS,2007.0,Misc,0.86,1.56,1.05,0.35,3.83,4.0,3.091042453358316,4.07753744390572,0,0,0,0,0,0
PS4,2016.0,Shooter,1.35,1.7,0.15,0.6,3.8,2219.0,4.1588830833596715,4.382026634673881,0,0,0,0,0,0
Wii,2007.0,Misc,1.05,1.91,0.41,0.42,3.79,39.0,3.4965075614664802,4.219507705176107,0,0,0,0,0,0
PS,1996.0,Action,1.82,1.24,0.47,0.25,3.77,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
DS,2009.0,Role-Playing,2.23,0.47,0.81,0.26,3.77,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2008.0,Action,2.4,1.01,0.0,0.36,3.76,66.0,4.0943445622221,4.343805421853684,0,0,0,0,0,0
PC,2002.0,Simulation,2.03,1.56,0.0,0.17,3.76,29.0,3.044522437723423,4.3694478524670215,0,0,0,0,0,0
PSP,2007.0,Platform,1.4,1.39,0.1,0.86,3.74,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,2001.0,Action,1.37,2.0,0.14,0.22,3.73,41.0,2.3978952727983707,4.1588830833596715,0,0,0,0,0,0
Wii,2011.0,Sports,1.12,1.87,0.27,0.45,3.72,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1999.0,Action,1.3,0.77,1.54,0.11,3.72,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
Wii,2007.0,Platform,1.95,0.86,0.59,0.31,3.71,417.0,4.02535169073515,4.442651256490317,0,0,0,0,0,0
PS,2000.0,Platform,1.93,1.58,0.0,0.19,3.71,207.0,2.70805020110221,4.51085950651685,0,0,0,0,0,0
PS3,2013.0,Action,1.33,1.68,0.13,0.57,3.71,840.0,3.58351893845611,4.477336814478207,0,0,0,0,0,0
PS2,2004.0,Sports,0.58,2.48,0.04,0.59,3.7,56.0,3.295836866004329,4.394449154672439,0,0,0,0,0,0
GB,1998.0,Strategy,1.49,0.73,1.38,0.1,3.7,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2009.0,Misc,0.0,0.0,3.67,0.0,3.67,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2002.0,Sports,2.13,1.18,0.01,0.35,3.67,128.0,3.295836866004329,4.543294782270004,0,0,0,0,0,0
XOne,2015.0,Shooter,2.04,1.28,0.02,0.32,3.66,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2007.0,Simulation,1.58,1.59,0.08,0.41,3.66,13.0,2.70805020110221,4.204692619390966,0,0,0,0,0,0
PSP,2005.0,Racing,1.65,1.21,0.0,0.79,3.65,31.0,3.5263605246161616,4.30406509320417,0,0,0,0,0,0
N64,1998.0,Platform,1.87,1.13,0.55,0.1,3.65,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2002.0,Shooter,2.53,0.81,0.06,0.24,3.65,82.0,3.7376696182833684,4.406719247264253,0,0,0,0,0,0
PS2,2001.0,Platform,2.08,1.09,0.15,0.33,3.64,312.0,3.5553480614894135,4.499809670330265,0,0,0,0,0,0
N64,1999.0,Simulation,2.23,0.68,0.66,0.06,3.63,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2007.0,Sports,0.05,0.0,0.64,2.93,3.63,38.0,2.302585092994046,4.406719247264253,0,0,0,0,0,0
PS2,2005.0,Action,2.08,0.83,0.46,0.25,3.62,1013.0,3.6375861597263857,4.564348191467836,0,0,0,0,0,0
Wii,2008.0,Misc,2.32,0.96,0.0,0.34,3.62,71.0,2.8903717578961645,4.454347296253507,0,0,0,0,0,0
PS3,2009.0,Sports,0.6,2.45,0.05,0.52,3.62,203.0,4.02535169073515,4.51085950651685,0,0,0,0,0,0
PS2,2004.0,Shooter,1.93,1.22,0.03,0.44,3.61,142.0,3.58351893845611,4.406719247264253,0,0,0,0,1,0
PC,1994.0,Shooter,2.05,1.4,0.0,0.16,3.61,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS2,2001.0,Racing,2.02,1.17,0.0,0.42,3.61,32.0,3.1354942159291497,4.1588830833596715,0,0,0,0,0,0
GC,2001.0,Action,2.38,0.67,0.46,0.1,3.6,161.0,3.5263605246161616,4.356708826689592,0,0,0,0,0,0
PS4,2013.0,Shooter,1.35,1.55,0.17,0.51,3.59,1580.0,2.8903717578961645,4.442651256490317,0,0,0,0,0,0
PS2,2005.0,Shooter,2.18,1.02,0.03,0.37,3.59,268.0,3.4011973816621555,4.430816798843313,0,0,0,0,1,0
Wii,2013.0,Misc,1.88,1.39,0.0,0.31,3.59,10.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
DS,2007.0,Simulation,1.6,1.49,0.1,0.39,3.58,9.0,3.6635616461296463,4.248495242049359,0,0,0,0,0,1
PS,2000.0,Fighting,2.01,1.35,0.06,0.16,3.58,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1997.0,Platform,1.57,1.79,0.0,0.2,3.56,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2006.0,Action,1.56,1.4,0.07,0.5,3.54,112.0,3.8918202981106265,4.356708826689592,0,0,0,0,0,0
PS2,2002.0,Action,1.23,1.77,0.05,0.49,3.54,88.0,3.8918202981106265,4.276666119016055,0,0,0,0,0,0
PS,1997.0,Action,1.66,1.58,0.12,0.18,3.54,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS2,2001.0,Shooter,1.9,1.13,0.1,0.41,3.53,48.0,3.295836866004329,4.276666119016055,0,0,0,0,0,0
PS2,2005.0,Action,1.98,1.14,0.01,0.41,3.53,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS,2000.0,Action,1.96,1.33,0.0,0.23,3.52,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2010.0,Sports,0.71,2.39,0.02,0.4,3.52,155.0,4.189654742026425,4.477336814478207,0,0,0,0,0,0
PS,1999.0,Platform,2.14,1.21,0.01,0.17,3.52,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2008.0,Shooter,2.66,0.49,0.05,0.3,3.51,1309.0,4.204692619390966,4.48863636973214,0,0,0,0,0,0
SNES,1996.0,Platform,1.17,0.5,1.75,0.08,3.51,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XOne,2014.0,Action,2.27,0.9,0.0,0.33,3.5,1005.0,4.07753744390572,4.276666119016055,0,0,0,0,0,0
NES,1985.0,Action,1.64,0.38,1.42,0.06,3.5,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2009.0,Action,2.11,0.93,0.12,0.34,3.5,523.0,4.51085950651685,4.418840607796598,0,0,0,0,0,0
X360,2010.0,Action,2.85,0.38,0.03,0.24,3.49,693.0,4.394449154672439,4.48863636973214,0,0,0,0,0,0
PS3,2013.0,Shooter,1.3,1.42,0.27,0.5,3.49,579.0,2.6390573296152584,4.382026634673881,0,0,0,0,0,0
X360,2009.0,Action,2.2,0.95,0.02,0.31,3.48,1080.0,4.356708826689592,4.5217885770490405,0,0,0,0,0,1
X360,2013.0,Shooter,2.15,1.01,0.02,0.31,3.48,542.0,3.044522437723423,4.3694478524670215,0,0,0,0,0,0
X360,2010.0,Shooter,2.1,1.01,0.04,0.32,3.47,869.0,4.31748811353631,4.477336814478207,0,0,0,0,0,0
DS,2009.0,Sports,1.21,1.62,0.27,0.37,3.46,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2008.0,Misc,2.1,1.01,0.01,0.35,3.46,29.0,4.248495242049359,4.2626798770413155,0,0,0,0,0,0
DS,2006.0,Misc,0.59,1.79,0.73,0.34,3.45,28.0,3.4011973816621555,4.418840607796598,0,0,0,0,0,0
3DS,2013.0,Role-Playing,0.0,0.0,3.44,0.0,3.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2009.0,Shooter,2.4,0.71,0.03,0.29,3.44,715.0,4.418840607796598,4.430816798843313,0,0,0,0,0,0
PS2,2002.0,Fighting,1.55,1.27,0.33,0.29,3.44,126.0,3.1354942159291497,4.3694478524670215,0,0,0,0,0,0
SNES,1994.0,Role-Playing,0.86,0.0,2.55,0.02,3.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS,1998.0,Action,1.13,2.07,0.0,0.22,3.42,67.0,2.70805020110221,4.248495242049359,0,0,0,0,0,0
PS4,2015.0,Action,1.09,1.36,0.49,0.48,3.41,3943.0,4.454347296253507,4.532599493153256,0,0,0,0,0,0
PS2,2004.0,Action,1.75,1.2,0.02,0.43,3.41,106.0,3.912023005428146,4.382026634673881,0,0,0,0,0,0
GB,1990.0,Racing,1.73,0.69,0.59,0.4,3.41,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2002.0,Sports,0.46,2.28,0.05,0.61,3.4,35.0,2.70805020110221,4.477336814478207,0,0,0,0,0,0
PS3,2011.0,Platform,1.83,1.05,0.06,0.46,3.39,657.0,4.454347296253507,4.51085950651685,0,0,0,0,0,0
PS,2000.0,Misc,1.56,1.47,0.19,0.17,3.39,99.0,2.4849066497880004,4.219507705176107,0,0,0,0,0,0
PS4,2015.0,Action,0.81,1.99,0.07,0.52,3.39,1319.0,4.454347296253507,4.330733340286331,0,0,0,0,0,0
X360,2008.0,Action,2.04,1.02,0.0,0.32,3.38,75.0,3.8918202981106265,4.330733340286331,0,0,0,0,0,1
XOne,2014.0,Shooter,2.14,0.92,0.0,0.31,3.37,1735.0,2.3978952727983707,4.31748811353631,0,0,0,0,0,0
PS,1998.0,Fighting,2.47,0.76,0.0,0.13,3.36,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
N64,2000.0,Action,1.9,0.67,0.73,0.06,3.36,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2012.0,Shooter,0.88,1.7,0.1,0.67,3.35,1041.0,3.4657359027997265,4.499809670330265,0,0,0,0,0,0
PS,1998.0,Adventure,1.63,1.53,0.0,0.18,3.34,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2006.0,Misc,0.0,0.99,2.32,0.02,3.33,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2002.0,Shooter,1.45,1.29,0.12,0.46,3.33,66.0,2.995732273553991,4.343805421853684,0,0,0,0,0,0
PS2,2002.0,Platform,1.44,1.01,0.57,0.3,3.33,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
3DS,2015.0,Action,0.27,0.21,2.79,0.05,3.32,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Action,1.47,1.39,0.03,0.43,3.32,82.0,3.5263605246161616,4.0943445622221,0,0,0,0,1,0
DS,2009.0,Action,1.4,0.91,0.74,0.26,3.31,228.0,4.31748811353631,4.465908118654584,0,0,0,0,0,0
PS2,2001.0,Shooter,1.99,1.05,0.05,0.22,3.31,86.0,3.044522437723423,4.382026634673881,0,0,0,0,0,0
X360,2013.0,Action,1.9,1.11,0.01,0.29,3.3,701.0,3.5553480614894135,4.454347296253507,0,0,0,0,0,0
PS2,2003.0,Action,1.5,1.28,0.05,0.46,3.28,105.0,3.4339872044851463,4.442651256490317,0,0,0,0,0,0
3DS,2014.0,Role-Playing,0.09,0.0,3.18,0.01,3.28,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XOne,2015.0,Shooter,2.61,0.33,0.0,0.34,3.28,563.0,4.30406509320417,4.406719247264253,0,0,0,0,0,1
PS2,2003.0,Action,1.89,1.05,0.02,0.31,3.27,94.0,3.6635616461296463,4.343805421853684,0,0,0,0,0,0
DS,2008.0,Puzzle,0.6,1.57,0.82,0.27,3.26,111.0,4.127134385045092,4.454347296253507,0,0,0,0,0,0
PSP,2009.0,Racing,0.5,1.58,0.31,0.87,3.25,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XOne,2015.0,Sports,0.89,2.12,0.0,0.24,3.25,459.0,3.8066624897703196,4.430816798843313,0,0,0,0,0,0
Wii,2008.0,Misc,1.35,1.11,0.46,0.32,3.25,116.0,3.7612001156935624,4.143134726391533,0,0,0,0,0,0
PS,1995.0,Fighting,0.95,1.3,0.77,0.22,3.24,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS4,2015.0,Sports,2.34,0.3,0.0,0.6,3.24,180.0,3.6109179126442243,4.418840607796598,0,0,0,0,0,0
PS3,2013.0,Racing,0.72,1.67,0.4,0.44,3.23,758.0,4.394449154672439,4.394449154672439,0,0,0,0,0,0
XOne,2014.0,Shooter,1.91,1.0,0.03,0.29,3.23,1267.0,4.23410650459726,4.442651256490317,0,0,0,0,0,1
PS,1999.0,Shooter,1.72,1.33,0.0,0.16,3.21,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
WiiU,2015.0,Platform,1.18,0.89,0.94,0.2,3.21,691.0,4.442651256490317,4.477336814478207,0,0,0,0,0,0
PS,2000.0,Fighting,1.76,1.21,0.07,0.16,3.2,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
NES,1983.0,Sports,0.73,0.1,2.35,0.02,3.2,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
SNES,1995.0,Fighting,2.26,0.72,0.12,0.1,3.2,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
SNES,1995.0,Role-Playing,0.0,0.0,3.19,0.0,3.19,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2008.0,Action,1.48,1.0,0.04,0.66,3.18,565.0,4.3694478524670215,4.51085950651685,0,0,0,0,0,0
PS2,2003.0,Action,1.78,1.12,0.09,0.19,3.18,137.0,3.4011973816621555,4.127134385045092,0,0,0,0,0,0
PSP,2007.0,Role-Playing,1.35,0.59,0.8,0.43,3.18,463.0,4.204692619390966,4.418840607796598,0,0,0,0,0,1
X360,2010.0,Misc,2.15,0.76,0.01,0.26,3.17,85.0,4.143134726391533,4.406719247264253,0,0,0,1,0,0
PS3,2011.0,Adventure,1.27,1.29,0.12,0.49,3.17,1010.0,4.356708826689592,4.48863636973214,0,0,0,0,0,0
PS2,2001.0,Simulation,2.06,0.56,0.38,0.17,3.17,95.0,3.091042453358316,4.48863636973214,0,0,0,1,0,0
GC,2001.0,Simulation,1.92,0.16,0.99,0.09,3.15,137.0,3.7376696182833684,4.465908118654584,0,0,0,0,0,0
PS2,2007.0,Sports,0.68,0.0,0.0,2.46,3.14,36.0,2.4849066497880004,4.418840607796598,0,0,0,0,0,0
DS,2008.0,Adventure,1.87,0.97,0.0,0.3,3.14,37.0,2.999073846901081,4.209473102829448,1,1,0,0,0,1
PS,2000.0,Action,1.7,1.25,0.02,0.16,3.13,107.0,2.9444389791664403,4.465908118654584,0,0,0,0,0,0
Wii,2012.0,Misc,1.06,1.09,0.76,0.22,3.13,155.0,3.8066624897703196,4.290459441148391,0,0,0,0,0,0
PS,1998.0,Racing,2.14,0.86,0.0,0.13,3.12,162.22990777338603,2.5649493574615367,4.477336814478207,0,0,1,0,0,0
N64,1999.0,Racing,2.31,0.62,0.14,0.04,3.12,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
